tag,餐饮美食,房产,服饰鞋包,个护美容,花鸟萌宠,婚恋交友,家电数码,建材家居,教育培训,金融财经,旅游出行,母婴亲子,汽车,求职创业,软件应用,商务服务,生活服务,书籍阅读,体育健身,网络购物,星座运势,休闲爱好,医疗健康,影视音乐,游戏,资讯
0AE6AF5B3985B416383B1E856A55A08F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0DB47333081D368E9EE206EE46942ED4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0F88D7277E373ACCB2585819B0DAA8A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,85.0,0.0,98.0
0FE803E2BB02A4AE9DAF79EA3282E34A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,70.0,0.0,0.0,0.0,82.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,79.0,73.0,90.0,91.0
1471D02C699A3B95529A78C5DFB92B64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1564475936B68BE530CF24B70AA3A249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198AD4B18FCFFAA186A017B6F77A6823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19F1FE21DE637CF98C61E263FC6A81FE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0
1A168D1388204B3FF408B995457208C8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1A720A88327AE35E4902929A57D7EBA1,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,78.0,90.0,0.0,0.0,93.0,0.0,82.0,0.0,87.0,86.0,0.0,0.0,93.0,90.0,0.0,0.0
1C7B7589F08563AE595249F5370B78CB,0.0,0.0,0.0,83.0,73.0,0.0,81.0,0.0,92.0,0.0,79.0,0.0,0.0,0.0,97.0,0.0,0.0,99.0,90.0,0.0,89.0,0.0,93.0,94.0,84.0,93.0
1CEB4DD6A40BE68D937A2E67099236B5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1D7D7BF8CDCDEA33F9C3CBED77E8C8D0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1DA083D2D5D90AEB16A92E8C77F6D9BF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1E580D4FE28F3C2FCD1DDE389C163988,96.0,0.0,86.0,0.0,74.0,0.0,87.0,83.0,70.0,77.0,84.0,96.0,0.0,0.0,84.0,75.0,90.0,0.0,82.0,93.0,0.0,80.0,93.0,91.0,70.0,71.0
1F5FB6EA15E4EF560C61BC422A43D21A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1F70678E817F7D58FAEA3620E2C62B0B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,85.0,0.0,0.0
224CB52EC247CFFC436FDA4820537FFF,0.0,0.0,0.0,0.0,77.0,0.0,85.0,94.0,71.0,83.0,0.0,71.0,78.0,0.0,95.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,78.0,88.0,80.0,0.0
22555BCF4D9BD072C7E478155F3DCF70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,90.0,0.0,0.0
2287705B859EFBECF516BAB2C8947284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24314BA9FD2087096A11162B8D8D7601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0
24CCD24636A6EB60F638F63F9D4A7CFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2505C27711738A954B3556D2FF71B7AB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,90.0,0.0,0.0
25AD898D54FFC93DD8F9E225ADDC85FB,78.0,89.0,0.0,0.0,0.0,0.0,89.0,0.0,81.0,0.0,85.0,92.0,0.0,89.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,93.0,0.0,94.0
25CFE7BD55E65A78F1A011944A271AE8,93.0,0.0,0.0,90.0,0.0,0.0,0.0,77.0,80.0,80.0,76.0,83.0,73.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,96.0,95.0,0.0,85.0
2646DC1A01E1F7E44F0DF6E4EDB7173C,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,82.0,77.0,0.0,71.0
28CCAB37E6E12722D393168DC15838DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292CA9EF014782B93991D9C21C0325AF,76.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,95.0,0.0,72.0,0.0,70.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,76.0,0.0,93.0
2C28AD6E0096F795D1493C8AA6C4C84F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2C782DC846AB5398EC6D750E3C2AAF75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30476707A5C4145209FEAFB5D6ADA76E,81.0,94.0,73.0,0.0,0.0,0.0,78.0,0.0,93.0,84.0,82.0,89.0,78.0,0.0,86.0,0.0,94.0,0.0,0.0,93.0,0.0,0.0,83.0,94.0,0.0,0.0
30786B188A05B80DD96C751964C7C27D,83.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,77.0,0.0,0.0,0.0,86.0,0.0,95.0,0.0,0.0,0.0,0.0,75.0,0.0,84.0,90.0,95.0,0.0,87.0
321A7597B17DC754768F8C7DAE0BC866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327BE78DB5A8D2D2780895BCE5D66C06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329C315629864CDBECA1EED7E9B014A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33A1BFCC4E8F5D39091EAEE9E37E5855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33D7D4494F1798B6F2DB69B72D9E0401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34354340D9258C12CABC7DDE3139BD05,0.0,0.0,95.0,0.0,0.0,0.0,70.0,84.0,0.0,93.0,0.0,0.0,84.0,0.0,95.0,0.0,0.0,93.0,0.0,87.0,83.0,0.0,94.0,94.0,94.0,81.0
3500B6917DE037D7AFB55F3A9765F358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3534F7D745D5A9B925FE98186295A6C7,77.0,91.0,79.0,90.0,0.0,0.0,0.0,79.0,73.0,85.0,76.0,86.0,0.0,0.0,90.0,0.0,0.0,0.0,78.0,80.0,73.0,0.0,94.0,83.0,0.0,88.0
355517323DB83CF51F3149FAB52B1520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3582999EBB0C0E5ACDA900A35FC0F669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35DAB332546EF036D973FE46D693B416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3797531455F69093825260E2A7D67271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,77.0,0.0,0.0
381D2CAA15F01615946A478E22AB4D9C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384E4B5279446E3C8B3AB420EF2A94B8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38809DC6B9DAD77DE933C0B9C4DBC5CC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38B28D8A0F533AB93A758BFDC34E34A2,97.0,80.0,92.0,0.0,0.0,0.0,89.0,77.0,94.0,0.0,0.0,83.0,0.0,0.0,70.0,0.0,86.0,79.0,87.0,87.0,77.0,0.0,95.0,98.0,0.0,88.0
39F1A53C72A4BF8BDCF85097AD406844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3A9944380A9A8E39727F4459012386E4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3AC63EA11FA3040A42E92EBDFF0AF457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3B7E3FED54F7E72C0B98E781F04077BB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3F62A4D72E42B7A2B974F469741EDF95,80.0,87.0,0.0,0.0,0.0,0.0,89.0,91.0,0.0,83.0,0.0,0.0,76.0,0.0,70.0,0.0,70.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0
3FE4438BE08D4E2FB71E2CEB2E8B439F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4034DD5B9EF9F9C0F5EE2720F057ACAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,95.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,83.0,97.0,0.0,82.0
40F001B74B0CAF84949B2AD516830F1E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4144E8E7E7C30C98B840F46410D12F97,91.0,73.0,0.0,76.0,0.0,0.0,0.0,77.0,86.0,0.0,87.0,85.0,0.0,0.0,88.0,0.0,70.0,0.0,73.0,94.0,0.0,75.0,91.0,74.0,81.0,0.0
448235947A01239852A03531F60BE919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44BA3A683CCA56BFC8C149FF9140EA38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45190BBA471B3156569EF46EFEE69C65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464C6BDB48EA5384612AFEAB4809E0D3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46F7C056A75B33B47C549609E7659AC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,98.0,0.0,0.0,0.0,82.0,82.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,84.0,92.0,0.0,0.0
470A1948957FD81506F383892FD14EF4,88.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,88.0,79.0,93.0,88.0,0.0,95.0,70.0,70.0,0.0,0.0,89.0,0.0,0.0,90.0,93.0,0.0,81.0
477F642BC6D5D0A5C816D34910893462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4B87C8A344377804AC2842B9F2189B36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4E456DDA1C2FC3BEE47EE24DD7A885A9,86.0,88.0,84.0,79.0,0.0,0.0,87.0,0.0,92.0,93.0,87.0,84.0,0.0,73.0,93.0,83.0,78.0,0.0,0.0,96.0,0.0,80.0,88.0,92.0,0.0,89.0
4FF831079E41BD1D8675641DCEB73B48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55A67519444E8F800EC0AFE91244CD83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56746CA1BC32B242FA6BA8075103AF13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5779DF5CE10AAF5B0E8989A319B2EED6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58DF9EC3FAF9F8543B22673C2D4FA1EA,0.0,81.0,71.0,0.0,0.0,0.0,0.0,92.0,80.0,91.0,79.0,71.0,0.0,70.0,0.0,0.0,0.0,0.0,94.0,78.0,0.0,74.0,83.0,96.0,0.0,95.0
59A4750DA828649E9BDC1FE4CD2067A0,89.0,0.0,74.0,0.0,0.0,0.0,81.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,85.0,87.0,0.0,72.0
5A66448CA7223C53F00A023177EC9A34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5C2BAEA165765F3DAFE6A7EFB5F343F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5E0F293CDF22EC525C2C04AD5E050421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,88.0,79.0,93.0,90.0,0.0,87.0,0.0,0.0,87.0,90.0,0.0,82.0,83.0,96.0,0.0,94.0
5E54B2CFBC31BFF4F2BAD58C5EF64955,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,88.0,91.0,73.0
5F32505BB540055E07DE66C57FB8827B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5F9372B53879878BB9553B67C178ABCD,94.0,84.0,75.0,83.0,0.0,0.0,90.0,89.0,95.0,91.0,94.0,98.0,86.0,0.0,97.0,0.0,91.0,89.0,78.0,93.0,94.0,80.0,98.0,98.0,0.0,97.0
5FE426F4D92CCAD9DF69E3B8DDEA5664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63C391A7F82612402D40D41533777125,85.0,71.0,0.0,0.0,87.0,0.0,84.0,85.0,94.0,93.0,94.0,76.0,82.0,0.0,82.0,0.0,72.0,0.0,0.0,83.0,78.0,88.0,94.0,98.0,0.0,0.0
63ED4BFD9D0F066A204C16E348C0E90D,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,81.0,79.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,97.0,93.0,89.0,0.0,92.0
64B06B54CC76A82DFCE90DDCA65856DA,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,79.0,85.0,0.0,90.0,92.0,0.0,0.0
66C9F2EF0F446FFB575E8F23C8BF88B8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66FA6EA4C4C1966FAC0259F7EEBC2481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67388ED21B1E2DC88608FB057A6EE43A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67AA51F39E179C13C5C9EE05AAB02E3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,94.0,0.0,0.0
689F3510D1267ABCDA7EA680E1C1CF68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68F20F324FBAD167F84AE55C81A1C183,0.0,90.0,0.0,0.0,0.0,0.0,73.0,0.0,93.0,85.0,86.0,92.0,96.0,79.0,0.0,0.0,0.0,0.0,0.0,92.0,73.0,0.0,92.0,96.0,0.0,94.0
6946D043242C763074EA978095214AF8,78.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,85.0,0.0,75.0
69D871C2A82E288814C63988AD7C6865,94.0,0.0,87.0,96.0,0.0,0.0,92.0,0.0,95.0,86.0,92.0,93.0,0.0,95.0,97.0,91.0,0.0,82.0,81.0,95.0,0.0,86.0,97.0,98.0,95.0,96.0
69F2D6570A1637376F0B28DEC0D6FEDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,94.0,0.0,0.0,99.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,94.0,92.0,0.0,73.0
6BA15C03168F2F948EF2265C4FE48EE9,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,91.0,92.0,0.0,76.0
6C0DBD38CF00B702F6DF23807FB48EF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6F6216280DC536DEECC65B9A26034008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,79.0,81.0,0.0,88.0
72E6FF095A525F52E7AF3D7F5FEC2088,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,99.0,91.0,0.0,86.0,0.0,0.0,75.0,0.0,0.0,73.0,90.0,0.0,0.0,0.0,93.0,0.0,93.0
743C0C1B8408620DDC2567BE8B3EEE27,77.0,0.0,0.0,83.0,72.0,0.0,74.0,83.0,0.0,86.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,92.0,97.0,83.0,0.0,0.0,87.0,97.0,81.0,77.0
74864D1CD9B9980E32B9444ECB6C3E19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75069C95827A7166BA914516168DC8BF,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0
